arch,val_mean_iou,val_acc,latency_gpu_ms,latency_cpu_ms
unet,0.7549226880073547,0.991793155670166,24.259818000009545,601.2282999999843
deeplabv3plus,0.7241138219833374,0.9870355129241943,17.54588800133206,636.9413200014969
segformer,0.7054927945137024,0.9867595434188843,27.253141998662613,306.42889199836645
